"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs","latent1","latent2"
"abw",0.999489340596684,0.000510107080955113,5.52322360847235e-07,1,1.00051121172568,1,0.000511211725676919,0
"aby",0.999320499351337,0.000678669439615476,8.31209047702508e-07,1,1.00068033185771,1,0.000680331857710659,0
"abz",0.987607624849491,0.0123288665372401,6.35086132692031e-05,1,1.01245588376378,1,0.0124558837637785,0
"aca",0.632603685981738,0.340355821076118,0.0270404929421442,1,1.39443680696041,1,0.394436806960406,0
"acd",0.990690389181846,0.00926895454788046,4.06562702736091e-05,1,1.00935026708843,1,0.00935026708842779,0
"ace",0.99920457949938,0.000794378025568476,1.04247505161581e-06,1,1.00079646297567,1,0.000796462975671819,0
"acf",0.999365934301285,0.00063331303025238,7.52668462666861e-07,1,1.00063481836718,1,0.000634818367177825,0
"ach",0.999870802848109,0.000129117394175426,7.97577153210938e-08,1,1.00012927690961,1,0.000129276909605958,0
"ack",0.338290068958077,0.540768947775602,0.120940983266321,2,1.78265091430824,3,-1.21734908569176,-1
"acn",0.992575495396586,0.0073958312701683,2.86733332456324e-05,1,1.00745317793666,1,0.00745317793665956,0
"acp",0.952100078593014,0.0473289465724249,0.000570974834560922,1,1.04847089624155,1,0.0484708962415468,0
"acr",0.992252135517202,0.00771724835633647,3.06161264619353e-05,1,1.00777848060926,1,0.00777848060926045,0
"acs",1.84765175345391e-06,0.00117950253889266,0.998818649809354,3,2.9988168021576,3,-0.00118319784239951,0
"acu",0.923123712042876,0.0755864318622204,0.00128985609490406,1,1.07816614405203,1,0.0781661440520285,0
"acv",0.0558807154742062,0.442964155354808,0.501155129170985,3,2.44527441369678,2,0.445274413696779,1
"acz",0.0615517387466071,0.456615028449417,0.481833232803976,3,2.42028149405737,1,1.42028149405737,2
"ada",0.99989351599378,0.000106423030160951,6.09760594239006e-08,1,1.00010654498228,1,0.00010654498227991,0
"add",0.941045593331768,0.0581409603597262,0.00081344630850555,1,1.05976785297674,1,0.0597678529767371,0
"ade",0.998845387140718,0.00115282566835773,1.78719092436275e-06,1,1.00115640005021,1,0.00115640005020645,0
"adg",0.65943532788194,0.317725451141694,0.0228392209763661,1,1.36340389309443,2,-0.636596106905573,-1
"adh",0.998243004269467,0.00175369601227582,3.29971825696607e-06,1,1.00176029544879,1,0.00176029544878986,0
"adi",0.999778494680068,0.00022133591456952,1.6940536251564e-07,1,1.00022167472529,1,0.000221674725294552,0
"adj",0.999277271358635,0.000721820441477727,9.08199887073025e-07,1,1.00072363684125,1,0.000723636841251762,0
"adl",0.991929020883104,0.00803837435208032,3.26047648155914e-05,1,1.00810358388171,1,0.00810358388171162,0
"adn",0.980316054165235,0.0195516728298339,0.000132273004931238,1,1.0198162188397,1,0.0198162188396962,0
"ado",0.999991987762366,8.01043705100923e-06,1.8005831270429e-09,1,1.00000801403822,1,8.01403821704127e-06,0
"adq",0.982142290700941,0.0177445120480004,0.000113197251058628,1,1.01797090655012,1,0.0179709065501177,0
"adr",0.957355329429021,0.0421752119384743,0.000469458632504915,1,1.04311412920348,1,0.0431141292034842,0
"adt",0.942594394538902,0.0566284885838902,0.000777116877207829,1,1.05818272233831,2,-0.941817277661694,-1
"adw",0.347268726446442,0.53663407066589,0.116097202887669,2,1.76882847644123,1,0.768828476441227,1
"adx",0.999446763263972,0.000552617507052156,6.19228975651254e-07,1,1.000553855965,1,0.000553855965003347,0
"ady",0.993596070613182,0.00638106984085751,2.28595459601522e-05,1,1.00642678893278,1,0.00642678893277782,0
"adz",0.99999999838326,1.61671009912823e-09,3.03090885722668e-14,1,1.00000000161677,1,1.61677071730537e-09,0
"aee",0.988333831167146,0.0116083935372673,5.77752955867039e-05,1,1.01172394412844,1,0.0117239441284407,0
"aek",0.300605396514671,0.555904590031442,0.143490013453887,2,1.84288461693922,2,-0.157115383060784,0
"ael",0.936793764380921,0.0622891058841747,0.000917129734903877,1,1.06412336535398,1,0.0641233653539826,0
"aem",0.655584317844573,0.321002736781513,0.0234129453739135,1,1.36782862752934,2,-0.63217137247066,-1
"aeq",0.248180602582165,0.569669894283667,0.182149503134168,2,1.933968900552,1,0.933968900552003,1
"aer",0.999990700500615,9.29730071785873e-06,2.19866680417624e-09,1,1.00000930169805,1,9.3016980515781e-06,0
"aeu",0.987813076740087,0.0121250580632544,6.18651966589612e-05,1,1.01224878845657,1,0.0122487884565725,0
"aew",0.99896566434931,0.00103281212309692,1.5235275935277e-06,1,1.00103585917828,1,0.00103585917828397,0
"aey",0.999999537075893,4.62882371210505e-07,4.17357259863138e-11,1,1.00000046296584,1,4.629658427735e-07,0
"aez",0.999913731761423,8.62226782641917e-05,4.55603126336968e-08,1,1.00008631379889,1,8.63137988893481e-05,0
"afd",0.990016725059682,0.00993796141956271,4.53135207556521e-05,1,1.01002858846107,1,0.010028588461074,0
"afe",0.990066028394977,0.00988900545620475,4.49661488182151e-05,1,1.00997893775384,1,0.00997893775384107,0
"afi",0.993973813227939,0.00600535336261554,2.08334094456974e-05,1,1.00604702018151,1,0.00604702018150682,0
"afk",0.999751245994002,0.000248554600762563,1.99405235323802e-07,1,1.00024895341123,1,0.000248953411233099,0
"afn",0.87653552557641,0.120441427667077,0.00302304675651266,1,1.1264875211801,2,-0.873512478819897,-1
"afo",0.983412247243764,0.0164871041668524,0.000100648589383967,1,1.01668840134562,1,0.0166884013456203,0
"afp",0.992589887371231,0.00738152465380526,2.85879749635232e-05,1,1.00743870060373,1,0.0074387006037322,0
"afr",0.999630545106055,0.000369106307552935,3.48586392084904e-07,1,1.00036980348034,1,0.000369803480336994,0
"afs",0.468970551584882,0.465453143209855,0.0655763052052635,1,1.59660575362038,2,-0.403394246379618,-1
"aft",0.522658696949679,0.427279803225037,0.0500614998252841,1,1.52740280287561,1,0.527402802875605,0
"afu",0.999109075886088,0.00088969643722836,1.22767668331303e-06,1,1.0008921517906,1,0.000892151790595097,0
"afz",0.852178978772554,0.143592475834697,0.00422854539274908,1,1.1520495666202,1,0.152049566620196,0
"agb",0.998114633630583,0.00188170629748696,3.66007192997841e-06,1,1.00188902644135,1,0.00188902644134692,0
"agc",0.997098558847987,0.00289451365842008,6.92749359298972e-06,1,1.00290836864561,1,0.00290836864560617,0
"agd",0.999999948681654,5.13159126303009e-08,2.43316478076849e-12,1,1.00000005132078,1,5.13207789598624e-08,0
"age",0.999999950384113,4.96135564853617e-08,2.33013608408328e-12,1,1.00000004961822,1,4.96182166465076e-08,0
"agg",0.999920049665288,7.99093177343835e-05,4.10169775921787e-08,1,1.00007999135169,1,7.99913516895678e-05,0
"agh",0.989863155706497,0.0100904422334704,4.6402060032591e-05,1,1.01018324635354,1,0.0101832463535356,0
"agj",0.993520275082138,0.00645645051380228,2.32744040592481e-05,1,1.00650299932192,1,0.006502999321921,0
"agk",0.283948019283596,0.561303296115618,0.154748684600786,2,1.87080066531719,2,-0.129199334682809,0
"agl",0.996720811976618,0.00327087277852278,8.31524485900292e-06,1,1.00328750326824,1,0.00328750326824068,0
"agm",0.999970314323006,2.96751266403161e-05,1.0550354034855e-08,1,1.00002969622735,1,2.96962273482748e-05,0
"agn",0.96656781713632,0.0331190941571838,0.000313088706496378,1,1.03374527157018,1,0.0337452715701765,0
"ago",0.99984341557524,0.000156480169742901,1.04255017174815e-07,1,1.00015668867978,1,0.00015668867977725,0
"agq",0.987502839801635,0.0124328069423468,6.43532560183901e-05,1,1.01256151345438,1,0.0125615134543837,0
"agr",0.981976319877052,0.0179087991799844,0.00011488094296308,1,1.01813856106591,1,0.0181385610659106,0
"ags",0.980324914088241,0.0195429083531288,0.000132177558630597,1,1.01980726347039,1,0.0198072634703901,0
"agt",0.894344956904483,0.103380922536742,0.00227412055877529,1,1.10792916365429,1,0.107929163654293,0
"agu",0.983047917039445,0.0168478951338172,0.00010418782673749,1,1.01705627078729,1,0.0170562707872923,0
"agv",0.922173680307416,0.0765083168477949,0.001318002844789,1,1.07914432253737,2,-0.920855677462627,-1
"agw",0.999974239402256,2.57518978497018e-05,8.69989391638626e-09,1,1.00002576929764,1,2.57692976375345e-05,0
"agx",0.985137487315076,0.0147779508933129,8.4561791611093e-05,1,1.01494707447653,1,0.014947074476535,0
"agy",0.778163072545978,0.212536478383789,0.00930044907023253,1,1.23113737652425,1,0.231137376524254,0
"agz",0.910656604674794,0.0876607599020013,0.00168263542320513,1,1.09102603074841,1,0.0910260307484114,0
"aha",0.99895284770431,0.00104560133191589,1.55096377363328e-06,1,1.00104870325946,1,0.00104870325946327,0
"ahb",0.997611059039979,0.00238375018279968,5.19077722149763e-06,1,1.00239413173724,1,0.00239413173724268,0
"ahg",0.948753563281053,0.0506061912421958,0.000640245476751122,1,1.0518866821957,2,-0.948113317804302,-1
"ahh",0.976349409433626,0.023472796112038,0.000177794454335967,1,1.02382838502071,1,0.0238283850207099,0
"ahi",0.983621406962154,0.0162799540702755,9.86389675708965e-05,1,1.01647723200542,1,0.0164772320054172,0
"ahk",0.999981781420918,1.82131392743035e-05,5.43980771539054e-09,1,1.00001822401889,1,1.82240188897342e-05,0
"ahl",0.997532241701439,0.00246231179872336,5.44649983791334e-06,1,1.0024732047984,1,0.0024732047983993,0
"ahm",0.961348248431058,0.0382534621477822,0.000398289421159381,1,1.0390500409901,1,0.0390500409901009,0
"ahn",0.946872052532423,0.0524471791706028,0.000680768296974055,1,1.05380871576455,1,0.0538087157645508,0
"aho",0.230064495097032,0.571937999883803,0.197997505019164,2,1.96793300992213,3,-1.03206699007787,-1
"ahp",0.959514558855216,0.0400551099909709,0.00043033115381319,1,1.0409157722986,1,0.0409157722985973,0
"ahs",0.993434281185662,0.00654197040138171,2.37484129563814e-05,1,1.00658946722729,1,0.00658946722729437,0
"aht",0.0169069170501485,0.279468276814947,0.703624806134904,3,2.68671788908476,2,0.686717889084756,1
"aia",0.999987839110732,1.21577362560688e-05,3.15301207365337e-09,1,1.00001216404228,1,1.2164042280105e-05,0
"aib",0.579209324844022,0.383846270864594,0.0369444042913843,1,1.45773507944736,1,0.457735079447362,0
"aic",0.947145703776731,0.05217949213873,0.000674804084539349,1,1.05352910030781,2,-0.946470899692192,-1
"aie",0.99973675764022,0.000263026415291079,2.1594448940121e-07,1,1.00026345830427,1,0.000263458304269992,0
"aif",0.999777300881128,0.000222528430308122,1.70688563727595e-07,1,1.00022286980744,1,0.000222869807435577,0
"aig",0.997866967964002,0.00212864188233342,4.39015366471285e-06,1,1.00213742218966,1,0.00213742218966306,0
"aih",0.902735481184028,0.0953057530792685,0.00195876573670362,1,1.09922328455268,1,0.0992232845526759,0
"aii",0.998124517659014,0.00187185046120086,3.63187978535962e-06,1,1.00187911422077,1,0.00187911422077169,0
"aik",0.943268960106318,0.0559695058286271,0.000761534065054525,1,1.05749257395874,1,0.057492573958736,0
"ail",0.992002465642808,0.00796538573803862,3.21486191530163e-05,1,1.00802968297634,1,0.00802968297634465,0
"aim",0.972306343526338,0.0274638523701939,0.00022980410346829,1,1.02792346057713,1,0.0279234605771306,0
"ain",0.405795420915117,0.505545068855431,0.0886595102294518,2,1.68286408931433,2,-0.317135910685665,0
"aip",0.671928546594661,0.30702876120841,0.0210426921969288,1,1.34911414560227,2,-0.650885854397732,-1
"aiq",0.997200422784186,0.00279300859415932,6.56862165426819e-06,1,1.00280614583747,1,0.00280614583746797,0
"air",0.911821398913021,0.0865348194000807,0.00164378168689805,1,1.08982238277388,1,0.0898223827738769,0
"aiw",0.998081306606166,0.00191493772113371,3.75567270038957e-06,1,1.00192244906653,1,0.0019224490665346,0
"aix",0.999760227740884,0.000239582904650315,1.89354465551794e-07,1,1.00023996161358,1,0.000239961613581308,0
"aja",0.963928821707803,0.0357161273238517,0.000355050968345427,1,1.03642622926054,2,-0.963573770739457,-1
"ajg",0.999962984595532,3.70011516129809e-05,1.42528554514243e-08,1,1.00003702965732,1,3.70296573239948e-05,0
"aji",0.981033109981648,0.0188422505873462,0.000124639431005602,1,1.01909152944936,1,0.0190915294493577,0
"ajt",0.49279094968616,0.448926862280029,0.0582821880338108,1,1.56549123834765,1,0.565491238347651,0
"aju",0.952042792310191,0.0473850773009306,0.0005721303888786,1,1.04852933807869,1,0.0485293380786878,0
"ajw",0.00281634956010583,0.115984928418041,0.881198722021853,3,2.87838237246175,3,-0.121617627538253,0
"ajz",0.99793308675077,0.00206272239976624,4.1908494642362e-06,1,1.00207110409869,1,0.00207110409869449,0
"aka",0.999998912239576,1.08763284145663e-06,1.27582278075522e-10,1,1.00000108788801,1,1.08788800590176e-06,0
"akb",0.996545732772283,0.00344527916779147,8.98805992544105e-06,1,1.00346325528764,1,0.00346325528764235,0
"akc",0.968635520806273,0.0310826640034204,0.000281815190306123,1,1.03164629438403,1,0.0316462943840325,0
"akd",0.990613484645841,0.00934533719491948,4.11781592398741e-05,1,1.0094276935134,1,0.00942769351339923,0
"ake",0.764970156139065,0.224580563095247,0.0104492807656873,1,1.24547912462662,1,0.245479124626622,0
"akf",0.993182830858806,0.00679201452226319,2.51546189311558e-05,1,1.00684232376013,1,0.00684232376012539,0
"akg",0.968830991189528,0.0308900767096366,0.000278932100835627,1,1.03144794091131,1,0.0314479409113078,0
"akh",0.999999987993405,1.2006213356841e-08,3.81361608958741e-13,1,1.00000001200698,1,1.20069758580144e-08,0
"aki",0.99937894891984,0.000620320448843525,7.30631316780972e-07,1,1.00062178171148,1,0.000621781711477087,0
"akl",0.999262801321002,0.000736264225184358,9.34453813661307e-07,1,1.00073813313281,1,0.000738133132811791,0
"ako",0.574958680590813,0.387211363396888,0.037829956012299,1,1.46287127542149,2,-0.537128724578514,-1
"akp",0.999416766372595,0.000582565839237104,6.67788167985073e-07,1,1.00058390141557,1,0.000583901415573074,0
"akq",0.719004510003156,0.265890140021176,0.0151053499756675,1,1.29610083997251,2,-0.703899160027489,-1
"aks",0.99888654190902,0.00111176266212654,1.69542885386509e-06,1,1.00111515351983,1,0.00111515351983416,0
"akt",0.999211336383109,0.000787633871575211,1.02974531579481e-06,1,1.00078969336221,1,0.000789693362206911,0
"aku",0.823336934692914,0.170721350250111,0.00594171505697516,1,1.18260478036406,1,0.182604780364061,0
"akv",0.929526000602092,0.0693662055820597,0.00110779381584825,1,1.07158179321376,1,0.0715817932137561,0
"akw",0.964627523479589,0.0350287581051594,0.00034371841525116,1,1.03571619493566,1,0.0357161949356617,0
"akz",0.149217419023818,0.558811112745161,0.291971468231021,2,2.1427540492072,1,1.1427540492072,1
"ala",0.986956151540417,0.0129750180956129,6.8830363970207e-05,1,1.01311267882355,1,0.0131126788235534,0
"alc",0.0815655811489936,0.494881489447129,0.423552929403877,2,2.34198734825488,2,0.341987348254884,0
"ald",0.992748530917677,0.00722381570073938,2.76533815833924e-05,1,1.00727912246391,1,0.00727912246390616,0
"ale",0.0117546235897408,0.237249862090448,0.750995514319812,3,2.73924089073007,1,1.73924089073007,2
"alf",0.801542451976824,0.19100287634025,0.00745467168292624,1,1.2059122197061,1,0.205912219706102,0
"alh",0.866942026691359,0.129585595178907,0.00347237812973389,1,1.13653035143838,2,-0.863469648561625,-1
"ali",0.999955403618347,4.45779947630953e-05,1.83868898995243e-08,1,1.00004461476854,1,4.46147685431164e-05,0
"alj",0.969425202130959,0.0303045519924309,0.000270245876609954,1,1.03084504374565,1,0.0308450437456507,0
"alk",0.92007487588495,0.0785439002901535,0.00138122382489692,1,1.08130634793995,1,0.0813063479399474,0
"all",0.783263940905274,0.207858699330526,0.00887735976419979,1,1.22561341885893,1,0.225613418858925,0
"alm",0.996730392550139,0.00326132848874938,8.27896111132986e-06,1,1.00327788641097,1,0.00327788641097193,0
"aln",0.999999199547865,8.00366793729523e-07,8.53414006130038e-11,1,1.00000080053748,1,8.00537476308705e-07,0
"alo",0.941371113796124,0.0578231392200201,0.000805746983856048,1,1.05943463318773,1,0.0594346331877322,0
"alp",0.95473167644242,0.0447492950842591,0.000519028473321415,1,1.0457873520309,1,0.0457873520309018,0
"alq",0.643965091413483,0.330832226782261,0.0252026818042562,1,1.38123759039077,1,0.381237590390773,0
"alr",0.444440464041338,0.481710413960597,0.0738491219980646,2,1.62940865795673,2,-0.370591342043273,0
"als",0.999996660525237,3.3389140802198e-06,5.60682500427845e-10,1,1.00000334003545,1,3.34003544510963e-06,0
"alt",0.907688372376702,0.0905279571978284,0.00178367042546934,1,1.09409529804877,1,0.0940952980487668,0
"alu",0.999999977007074,2.29920544825291e-08,8.71747118935673e-13,1,1.0000000229938,1,2.29937979767669e-08,0
"alw",0.998933233210809,0.00106517352898883,1.59326020199302e-06,1,1.00106836004939,1,0.00106836004939281,0
"alx",0.99372345586209,0.00625437559352027,2.21685443894115e-05,1,1.0062987126823,1,0.00629871268229909,0
"aly",0.999977750767672,2.2242101568537e-05,7.13075942737618e-09,1,1.00002225636309,1,2.22563630871697e-05,0
"alz",0.999340269385502,0.000658933884943425,7.96729554886078e-07,1,1.00066052734405,1,0.000660527344053197,0
"amb",0.697039235151206,0.285242473938819,0.0177182909099757,1,1.32067905575877,1,0.32067905575877,0
"amc",0.580063635108001,0.38316810639348,0.0367682584985186,1,1.45670462339052,1,0.456704623390518,0
"ame",0.971020203366518,0.0287322836180384,0.000247513015443568,1,1.02922730964893,1,0.0292273096489255,0
"amf",0.99745016537752,0.00254411735658877,5.71726589115862e-06,1,1.00255555188837,1,0.00255555188837109,0
"amg",0.564578989471631,0.395363506003249,0.0400575045251205,1,1.47547851505349,2,-0.52452148494651,-1
"amh",0.999997875949941,2.12374207519961e-06,3.07983860636796e-10,1,1.00000212435804,1,2.12435804280986e-06,0
"ami",0.98735449470121,0.0125799488317321,6.5556467057637e-05,1,1.01271106176585,1,0.0127110617658475,0
"amj",0.899828772871983,0.098105892737687,0.00206533439032985,1,1.10223656151835,1,0.102236561518347,0
"amk",0.983985499136085,0.015919321274786,9.51795891288576e-05,1,1.01610968045304,1,0.0161096804530438,0
"aml",0.998770216511829,0.00122782464427218,1.95884389864176e-06,1,1.00123174233207,1,0.00123174233206935,0
"amm",0.996568341719307,0.00342275813863746,8.90014205523482e-06,1,1.00344055842275,1,0.00344055842274793,0
"amn",0.999998325374893,1.67440005383046e-06,2.25053198299463e-10,1,1.00000167485016,1,1.67485016033808e-06,0
"amo",0.981386644404247,0.0184924116187638,0.000120943976988919,1,1.01873429957274,1,0.0187342995727415,0
"amp",0.999969225048109,3.07638710195235e-05,1.10808714426369e-08,1,1.00003078603276,1,3.07860327626308e-05,0
"amq",0.4663407956984,0.467234351242134,0.0664248530594655,2,1.60008405736107,2,-0.399915942638935,0
"amr",0.589685606332849,0.375488340420145,0.0348260532470061,1,1.44514044691416,1,0.445140446914157,0
"ams",0.843808256500582,0.151498722357695,0.00469302114172299,1,1.16088476464114,1,0.160884764641141,0
"amt",0.992869056458039,0.00710399242136561,2.69511205955864e-05,1,1.00715789466256,1,0.00715789466255679,0
"amu",0.943645618631421,0.0556014849208843,0.000752896447694829,1,1.05710727781627,1,0.057107277816274,0
"amv",0.885039701915667,0.112308518025987,0.0026517800583451,1,1.11761207814268,1,0.117612078142677,0
"amw",0.82121527560004,0.172704202064803,0.00608052233515644,1,1.18486524673512,1,0.184865246735116,0
"amx",0.99985621427635,0.000143693156336777,9.25673131479954e-08,1,1.00014387829096,1,0.000143878290963073,0
"amy",0.826118716345069,0.168118851463255,0.00576243219167549,1,1.17964371584661,2,-0.820356284153394,-1
"ana",0.0191067593636317,0.294686383427605,0.686206857208763,3,2.66710009784513,3,-0.332899902154868,0
"anb",0.000479813484385668,0.0427227612030894,0.956797425312525,3,2.95631761182814,3,-0.0436823881718609,0
"anc",0.997124571233847,0.00286859354633484,6.83521981781343e-06,1,1.00288226398597,1,0.00288226398597047,0
"and",0.982772849007323,0.017120258574428,0.000106892418248794,1,1.01733404341093,1,0.0173340434109255,0
"ane",0.978664008475755,0.0211854326665862,0.000150558857659244,1,1.0214865503819,1,0.0214865503819048,0
"anf",0.945271534027802,0.0540123341221894,0.000716131850008961,1,1.05544459782221,1,0.0554445978222073,0
"anh",0.999971189483603,2.8800387041783e-05,1.01293556875603e-08,1,1.00002882064575,1,2.88206457530471e-05,0
"ani",0.989079901685218,0.010867991434656,5.21068801258018e-05,1,1.01097220519491,1,0.0109722051949075,0
"anj",0.999496702303595,0.000502756696525775,5.40999878895221e-07,1,1.00050383869628,1,0.000503838696283454,0
"ank",0.991484757786597,0.00847982701940331,3.54151939996328e-05,1,1.0085506574074,1,0.00855065740740257,0
"anl",0.902263203271371,0.0957609082049514,0.00197588852367769,1,1.09971268525231,1,0.0997126852523067,0
"anm",0.981007810876192,0.018867283513748,0.000124905610059955,1,1.01911709473387,1,0.0191170947338679,0
"ann",0.999552828986784,0.000446713873301974,4.57139913812021e-07,1,1.00044762815313,1,0.000447628153129376,0
"ano",0.839886564623587,0.155193722697942,0.00491971267847136,1,1.16503314805488,1,0.165033148054885,0
"anp",0.999784223526324,0.000215613185504671,1.63288171428633e-07,1,1.00021593976185,1,0.000215939761847528,0
"anq",0.57695161760962,0.385635522844913,0.0374128595454675,1,1.46046124193585,1,0.460461241935848,0
"anr",0.989648830232424,0.0103032319990732,4.79377685023152e-05,1,1.01039910753608,1,0.0103991075360779,0
"ant",0.693273006678283,0.288533634934247,0.0181933583874702,1,1.32492035170919,2,-0.675079648290813,-1
"anu",0.999143313408479,0.000855526427814057,1.16016370732552e-06,1,1.00085784675523,1,0.000857846755228708,0
"anv",0.979716045845414,0.0201451520939716,0.000138802060614562,1,1.0204227562152,1,0.0204227562152006,0
"anw",0.999782715107263,0.000217120000452709,1.64892284493234e-07,1,1.00021744978502,1,0.000217449785021584,0
"any",0.999898964861178,0.000100978444286359,5.66945356217374e-08,1,1.00010109183336,1,0.000101091833357714,0
"anz",0.998674014030422,0.00132380001027677,2.18595930101539e-06,1,1.00132817192888,1,0.00132817192887869,0
"aoa",0.989757046171321,0.0101957938602338,4.71599684448432e-05,1,1.01029011379712,1,0.0102901137971234,0
"aob",0.74795575087583,0.239993291902904,0.012050957221266,1,1.26409520634544,2,-0.735904793654564,-1
"aoc",0.808889239704695,0.184187884519937,0.00692287577536788,1,1.19803363607067,1,0.198033636070673,0
"aod",0.9996632444506,0.000336449833841845,3.05715558202024e-07,1,1.00033706126496,1,0.000337061264958249,0
"aoe",0.999999902277932,9.7716501890055e-08,5.56599211165576e-12,1,1.00000009772763,1,9.7727633763256e-08,0
"aof",0.998192117889489,0.00180444105771238,3.44105279903584e-06,1,1.00181132316331,1,0.00181132316331034,0
"aog",0.999998628354933,1.37147202705634e-06,1.73039582662682e-10,1,1.00000137181811,1,1.37181810622167e-06,0
"aoi",0.999771823925969,0.000227999461225314,1.76612805491416e-07,1,1.00022835268684,1,0.000228352686836297,0
"aoj",0.999999691023663,3.08951673022584e-07,2.46639375589552e-11,1,1.000000309001,1,3.09001000786679e-07,0
"aok",0.193098769091263,0.57141459832594,0.235486632582797,2,2.04238786349153,2,0.0423878634915336,0
"aol",0.993270651778198,0.00670468813514191,2.46600866605773e-05,1,1.00675400830846,1,0.00675400830846318,0
"aom",0.999456031705594,0.000543363833888089,6.04460518305316e-07,1,1.00054457275492,1,0.000544572754924699,0
"aon",0.999992396192533,7.60212872030763e-06,1.67874647516442e-09,1,1.00000760548621,1,7.60548621325796e-06,0
"aos",0.870463720046959,0.126232643919029,0.00330363603401229,1,1.13283991598705,1,0.132839915987053,0
"aot",0.980327281821343,0.0195405661224151,0.000132152056242396,1,1.0198048702349,1,0.0198048702348999,0
